CODE,CLASS,NAME,THEME,COLOR,TECHNIQUE,FABRIC,DYE,SHAPE,HISTORY,CAPTION_ID,CAPTION_EN,Image_Path
Tutut Data 3 Sepyur Daun Melati,Lamongan,Sepyur Daun Melati,FLORA (Daun Melati/ Jasmine Leaves / ジャスミンの葉),"Rapit/ Pitch Black / ジェットブラック, Biru/ Blue/ 青い, Sogan Keemasan/ Golden Brown / ...",Tulis,Primisima,Sintetik (Naptol),Geometris,Terinspirasi dari bunga melati dengan daun-daun yang bertaburan,"Sepyur Daun Melati merupakan mahakarya kelas Batik Lamongan dengan tata letak geometris. Warna yang digunakan adalah rapit dan biru dan sogan keemasan, membentuk motif utama daun melati. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol) pada kain Primisima. Secara filosofis, Terinspirasi dari bunga melati dengan daun-daun yang bertaburan","The batik fabric features the Lamongan motif, characterized by pitch black, blue, golden brown motifs. The dominant motifs include jasmine leaves. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 3 Sepyur Daun Melati.jpg
Tutut Data 4 Lamongan Megilan,Lamongan,Lamongan Megilan,"CULTURE (Megilan/ Lamongan Cultural Ornament/ ラモンガンの文化的装飾)

","Rapit/ Pitch Black / ジェットブラック, Hitam/ Black/ 黒い, Merah/ Red/ 赤い",Tulis,Lampion,"Sintetik (Naptol, Remasol, Rapit)",Non Geometris,Pandangan hidup yang optimis,"Lamongan Megilan merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah rapit dan hitam dan merah, membentuk motif utama megilan. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol, remasol, rapit) pada kain Lampion. Secara filosofis, Pandangan hidup yang optimis","The batik fabric features the Lamongan motif, characterized by pitch black, black, red motifs. The dominant motifs include lamongan cultural ornament. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 4 Lamongan Megilan.jpg
Tutut Data 5 Bandeng Lele Bunga Lili,Lamongan,Bandeng Lele Bunga Lili,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Bunga Lili/ Lily / リリー),"Rapit/ Rapit/ Pitch Black / ジェットブラック, Biru/ Blue/青い, Sogan/ Sogan / 黄褐色",Tulis,Lampion,Sintetik (Naptol),Non Geometris,Ikan Lamongan dengan bunga Lili dengan harapan agar masyarakat Lamongan sejahtera ibarat bunga Lili,"Bandeng Lele Bunga Lili merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah rapit dan biru dan sogan, membentuk motif utama bandeng lele dan bunga lili. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol) pada kain Lampion. Secara filosofis, Ikan Lamongan dengan bunga Lili dengan harapan agar masyarakat Lamongan sejahtera ibarat bunga Lili","The batik fabric features the Lamongan motif, characterized by rapit, blue, sogan motifs. The dominant motifs include milkfish and catfish and lily. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 5 Bandeng Lele Bunga Lili.jpg
Tutut Data 6 Bandeng Lele di balik Daun,Lamongan,Bandeng Lele di Balik Daun,FLORA (Daun/ Leaf / 葉) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Biru/ Blue/ 青い, Sogan/ Sogan / 黄褐色",Tulis,Juantiu,Sintetik (Naptol),Non Geometris,Melambangkan kemakmuran sandang pangan karena ada unsur hewani dan nabati,"Bandeng Lele di Balik Daun merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah biru dan sogan, membentuk motif utama daun dan bandeng lele. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol) pada kain Juantiu. Secara filosofis, Melambangkan kemakmuran sandang pangan karena ada unsur hewani dan nabati","The batik fabric features the Lamongan motif, characterized by blue, sogan motifs. The dominant motifs include leaf and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 6 Bandeng Lele di balik Daun.jpg
Tutut Data 7 Bandeng Lele Wijaya Kusuma,Lamongan,Bandeng Lele Wijaya Kusuma,FLORA (Bunga Wijaya Kusuma/ Queen of The Night / ナイト・ブリーミング・セレウス) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Merah/ Red/ 赤い, Hitam/ Black / 黒い, Kuning/ Yellow/ 黄色",Tulis,Lampion,Sintesis (Naptol dan Remasol),Non Geometris,Kota Lamongan menuju kejayaan,"Bandeng Lele Wijaya Kusuma merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah merah dan hitam dan kuning, membentuk motif utama bunga wijaya kusuma dan bandeng lele. Dibuat dengan teknik tulis menggunakan pewarna sintesis (naptol dan remasol) pada kain Lampion. Secara filosofis, Kota Lamongan menuju kejayaan","The batik fabric features the Lamongan motif, characterized by red, black, yellow motifs. The dominant motifs include queen of the night and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 7 Bandeng Lele Wijaya Kusuma.jpg
Tutut Data 8 Ceplik Melati Singo Mengkok,Lamongan,Ceplik Melati Singo Mengkok,FLORA (Melati/ Jasmine/ ジャスミン) // CULTURE (Singo Mengkok/ Singo Mengkok / シンゴ・メンコック),"Hijau Tosca/ Turquoise / ターコイズ, Biru/ Blue/ 青い",Tulis,Primisima,Sintetik (Naptol dan Remasol),Geometris,Masyarakat lamongan dengan arif dan bijaksana menggunakan kekuatan,"Ceplik Melati Singo Mengkok merupakan mahakarya kelas Batik Lamongan dengan tata letak geometris. Warna yang digunakan adalah hijau tosca dan biru, membentuk motif utama melati dan singo mengkok. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol dan remasol) pada kain Primisima. Secara filosofis, Masyarakat lamongan dengan arif dan bijaksana menggunakan kekuatan","The batik fabric features the Lamongan motif, characterized by turquoise, blue motifs. The dominant motifs include jasmine and singo mengkok. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 8 Ceplik Melati Singo Mengkok.jpg
Tutut Data 9 Watu Pecah,Lamongan,Watu Pecah,GEOGRAPHY (Watu Pecah/ Cracked Stone / 割れ石模様),"Merah/ Red/ 赤い, Coklat/ Chocolate/ 茶色, Biru/ Blue/青い",Tulis,Primisima,Sintetik (Naptol),Geometris,Terinspirasi dari dominan unsur tanah batu kapur,"Watu Pecah merupakan mahakarya kelas Batik Lamongan dengan tata letak geometris. Warna yang digunakan adalah merah dan coklat dan biru, membentuk motif utama watu pecah. Dibuat dengan teknik tulis menggunakan pewarna sintetik (naptol) pada kain Primisima. Secara filosofis, Terinspirasi dari dominan unsur tanah batu kapur","The batik fabric features the Lamongan motif, characterized by red, chocolate, blue motifs. The dominant motifs include cracked stone. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Tutut Data 9 Watu Pecah.jpg
Mutiara S Data 1 Bandeng Lele dalam Kolam,Lamongan,Bandeng Lele Dalam Kolam,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Merah/ Red/ 赤い, Oren/ Orange/ オレンジ, Hitam/ Black/ 黒い",Tulis,Lampion,Sintetik (Remasol),Non Geometris,"Rasa syukur berada di lingkungan yang tepat, penuh toleransi. Asah, asih, dan asuh./ Gratitude for being in the right environment, full of tolerance. Nurture, love, and care for one another../ 寛容に満ちた正しい環境にいられることへの感謝。磨き合い、愛し合い、育み合う。","Bandeng Lele Dalam Kolam merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah merah dan oren dan hitam, membentuk motif utama bandeng lele. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Lampion. Secara filosofis, Rasa syukur berada di lingkungan yang tepat, penuh toleransi. Asah, asih, dan asuh./ Gratitude for being in the right environment, full of tolerance. Nurture, love, and care for one another../ 寛容に満ちた正しい環境にいられることへの感謝。磨き合い、愛し合い、育み合う。","The batik fabric features the Lamongan motif, characterized by red, orange, black motifs. The dominant motifs include milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg
Mutiara S Data 2 Mawar Bersulur,Lamongan,Mawar Bersulur,FLORA (Mawar/ Rose/ 薔薇),"Hijau/ Green/ 緑, Merah/ Red/ 赤い, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,"Mawar sebagai simbolisasi entitas yang mampu menjaga nilai keindahan sebelum saatnya dipetik, melalui sulur-sulur yang merambat dan duri./ The rose as a symbol of an entity that preserves the value of beauty before the time it is plucked, through its creeping vines and thorns./ 薔薇は、美しさを守る存在の象徴です。摘まれるその時まで、つるを伸ばし、とげで守ります。","Mawar Bersulur merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah hijau dan merah dan hitam dan putih, membentuk motif utama mawar. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Juantiu. Secara filosofis, Mawar sebagai simbolisasi entitas yang mampu menjaga nilai keindahan sebelum saatnya dipetik, melalui sulur-sulur yang merambat dan duri./ The rose as a symbol of an entity that preserves the value of beauty before the time it is plucked, through its creeping vines and thorns./ 薔薇は、美しさを守る存在の象徴です。摘まれるその時まで、つるを伸ばし、とげで守ります。","The batik fabric features the Lamongan motif, characterized by green, red, black, white motifs. The dominant motifs include rose. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 2 Mawar Bersulur.jpg
Mutiara S Data 3 Bandeng Lele Enceng Gondok,Lamongan,Bandeng Lele Eceng Gondok,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Eceng Gondok/ Water Hyacinth / ホテイアオイ),"Hijau Kecoklatan/ Olive Green / オリーブグリーン, Hijau/ Green/ 緑, Merah/ Red/ 赤い, Coklat/ Brown/ 茶色, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Lampion,Sintetik (Remasol),Non Geometris,Hidup yang berdampingan dengan Flora dan Fauna./ Living alongside Flora and Fauna/ 動植物と共生する生活。,"Bandeng Lele Eceng Gondok merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah hijau kecoklatan dan hijau dan merah dan coklat dan hitam dan putih, membentuk motif utama bandeng lele dan eceng gondok. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Lampion. Secara filosofis, Hidup yang berdampingan dengan Flora dan Fauna./ Living alongside Flora and Fauna/ 動植物と共生する生活。","The batik fabric features the Lamongan motif, characterized by olive green, green, red, brown, black, white motifs. The dominant motifs include milkfish and catfish and water hyacinth. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 3 Bandeng Lele Enceng Gondok.jpg
Mutiara S Data 4 Bangau dan Mawar Kombinasi,Lamongan,Bangau Mawar Kombinasi,FAUNA (Bangau/ Strok/ 鶴) // FLORA (Mawar/ Rose/薔薇),"Merah/ Red/ 赤い, Biru tua/ Dark Blue/ 紺色, Biru muda/ Light Blue / ライトブルー, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,"Sebuah pertunjukkan tentang keteguhan prinsip dalam memandang kehidupan. Dilambangkan dengan bangau di antara mawar bermekaran./ A performance about the steadfastness of principles in viewing life, symbolized by a strok among blooming roses./ 人生に対する信念の強さを描いた物語。咲き誇るバラの中に立つ鶴が象徴している。","Bangau Mawar Kombinasi merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah merah dan biru tua dan biru muda dan putih, membentuk motif utama bangau dan mawar. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Juantiu. Secara filosofis, Sebuah pertunjukkan tentang keteguhan prinsip dalam memandang kehidupan. Dilambangkan dengan bangau di antara mawar bermekaran./ A performance about the steadfastness of principles in viewing life, symbolized by a strok among blooming roses./ 人生に対する信念の強さを描いた物語。咲き誇るバラの中に立つ鶴が象徴している。","The batik fabric features the Lamongan motif, characterized by red, dark blue, light blue, white motifs. The dominant motifs include strok and rose. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 4 Bangau dan Mawar Kombinasi.jpg
Mutiara S Data 5 Bandeng Lele Daun Waru,Lamongan,Bandeng Lele Daun Waru,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Daun Waru/ Sea Hibiscus Leaves / オオハマボウの葉),"Coklat kehijauan/ Greenish Brown/ オリーブブラウン, Putih/ White/ 白い, Merah/ Red/ 赤い, Hitam/ Black/ 黒い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,Hidup yang berdampingan tentang pragmen kehidupan yang bersahaja./ Living in harmony with the simple fragments of life./ 素朴な人生の断片と共に生きる。,"Bandeng Lele Daun Waru merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah coklat kehijauan dan putih dan merah dan hitam, membentuk motif utama bandeng lele dan daun waru. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Juantiu. Secara filosofis, Hidup yang berdampingan tentang pragmen kehidupan yang bersahaja./ Living in harmony with the simple fragments of life./ 素朴な人生の断片と共に生きる。","The batik fabric features the Lamongan motif, characterized by greenish brown, white, red, black motifs. The dominant motifs include milkfish and catfish and sea hibiscus leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 5 Bandeng Lele Daun Waru.jpg
Mutiara S Data 6 Karang Pring,Lamongan,Karang Pring,"FLORA (Karang/ Coral/ サンゴ, Pring/ Bamboo/ 竹) ","Kuning/ Yellow/ 黄色, Merah/ Red/ 赤い, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,Pragmen kehidupan bahari./Fragments of maritime life/海洋生活の断片,"Karang Pring merupakan mahakarya kelas Batik Lamongan dengan tata letak non geometris. Warna yang digunakan adalah kuning dan merah dan hitam dan putih, membentuk motif utama karang. Dibuat dengan teknik tulis menggunakan pewarna sintetik (remasol) pada kain Juantiu. Secara filosofis, Pragmen kehidupan bahari./Fragments of maritime life/海洋生活の断片","The batik fabric features the Lamongan motif, characterized by yellow, red, black, white motifs. The dominant motifs include coral. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 6 Karang Pring.jpg
